,1,2,3,4,5,6,7,8,9,10
0,549.5592072027246,983.5727118949098,706.5618932057497,860.4839589772242,277.3187373941597,890.4897666083511,567.3278126632255,630.027533701884,112.41401650016729,814.2526316583627
1,462.79571857564997,393.1292972869519,391.7558653072391,826.3502963441621,261.04138732025433,656.9303913426428,20.698367937739455,745.6453860631464,263.67167922501665,95.08707434053326
2,529.9478782258088,404.7967781119983,788.7878488583681,62.51440933082043,277.3177336524527,665.6217858344992,1.0711173721593692,15.689148889555327,582.0961053218181,0.7090987100505375
3,893.1627707584628,521.8806143398295,824.677624198839,221.57996900044077,959.6804442649009,278.270712256921,347.67517969357414,111.91550745500216,35.06975894662378,0.7137221705898478
4,723.466277578578,889.9305150989524,55.04252262789825,978.9998762066732,797.3224908223633,1.8543638679946461,196.10714561964863,111.7325939709117,963.6600544715214,141.83035967173174
5,754.0059459141833,285.3585063849476,668.7449246781306,123.03817370717965,456.65557096686985,482.5751887771325,111.00303025394993,129.4531261437123,171.2785230454101,1.2816317369429564
6,921.9225618435308,862.0313736740308,167.7236018440776,815.0188395047198,113.57591321170148,967.8998915909156,311.24144548967746,589.6953836368823,735.5834747862363,47.010093687522044
7,875.6247813654373,532.0063987291201,447.5824259898355,713.5147111334044,524.8008948683533,809.8498827297693,620.9399409389903,103.42391618714386,223.68001570048102,54.63972826702445
8,578.7723290902175,248.11805104852374,836.9074651151664,328.7069830364188,45.09248497170532,917.3607241958732,122.3505472704037,58.9586503961315,2.6754666500135027,66.26039463302467
9,747.8729651866563,825.9335580261819,357.6034350819783,20.65839766175276,652.9034082327321,892.279810542109,608.5641264148286,20.763538912823947,284.85717356794913,533.0804318159139
10,565.9476712923245,500.99629558836654,299.83920185249207,683.0831282117354,6.448662655742621,311.9381646939374,974.6554022369775,710.435988638078,795.7831274082976,794.2659428977965
11,847.4375201180842,871.9889183636956,999.3883516828679,12.73695545784359,819.9471826652183,298.2874558457994,31.77132045249587,65.68299969754264,356.4940109839084,2.8421895931408647
12,942.7807137737785,521.627435255187,939.5674363444323,196.58452406008928,47.40090604496078,246.40252906944977,6.586263963956118,120.11419793687469,95.62567970655564,253.9396086372206
13,0.03739713435306102,959.2553119897577,527.2120187647168,62.70027034084535,7.596413890465947,812.1707583824137,741.5679088793204,452.05685318907933,834.9324323421399,11.674119821696536
